0.jpg,Single_Leg_Stance_Left,0.41348,0.21873,-0.65536,0.42335,0.20484,-0.62283,0.43021,0.20493,-0.62279,0.43727,0.20489,-0.62265,0.40429,0.20508,-0.62366,0.39724,0.20509,-0.62353,0.3902,0.20523,-0.62345,0.44707,0.21755,-0.43685,0.38293,0.21748,-0.42738,0.42744,0.23731,-0.58697,0.40107,0.2371,-0.58445,0.48604,0.32594,-0.30053,0.3348,0.3187,-0.32426,0.49231,0.45527,-0.24773,0.3165,0.45159,-0.2771,0.49923,0.57597,-0.38114,0.31176,0.57266,-0.36534,0.50791,0.61024,-0.41322,0.30343,0.60659,-0.38432,0.49641,0.61352,-0.47014,0.31461,0.61371,-0.44166,0.48715,0.60099,-0.40519,0.32674,0.60246,-0.38881,0.43974,0.5372,-0.00357,0.35573,0.53566,0.00379,0.41995,0.70973,-0.04,0.37585,0.71098,0.00547,0.40346,0.87137,0.12529,0.39581,0.82908,0.39751,0.39705,0.88799,0.1305,0.40037,0.83886,0.42746,0.40949,0.94043,-0.06186,0.40381,0.89653,0.2878
1.jpg,Single_Leg_Stance_Left,0.41496,0.21866,-0.66517,0.42481,0.20455,-0.63349,0.43175,0.20464,-0.63346,0.43888,0.20461,-0.6333,0.4056,0.20482,-0.63522,0.39845,0.20488,-0.6351,0.3913,0.20505,-0.63502,0.44861,0.21763,-0.45196,0.38386,0.21774,-0.4474,0.42904,0.2377,-0.59833,0.40238,0.23758,-0.59723,0.48734,0.32636,-0.31481,0.33461,0.31881,-0.35073,0.49357,0.45484,-0.25848,0.31478,0.45153,-0.30837,0.4974,0.57378,-0.39731,0.31344,0.5725,-0.38893,0.50482,0.60873,-0.43345,0.30579,0.60731,-0.41005,0.49221,0.61028,-0.48964,0.3188,0.61331,-0.46519,0.48332,0.59718,-0.42115,0.33017,0.60134,-0.41117,0.44007,0.53706,0.00043,0.35488,0.53317,-0.00023,0.42236,0.71287,-0.02385,0.37171,0.70666,0.00445,0.40605,0.87174,0.14101,0.39093,0.83307,0.34703,0.39865,0.88816,0.14552,0.396,0.84532,0.37065,0.41297,0.94049,-0.04934,0.3975,0.90061,0.21472
10.jpg,Single_Leg_Stance_Left,0.4122,0.21524,-0.62277,0.42307,0.20175,-0.58724,0.42992,0.202,-0.58714,0.43693,0.20209,-0.58694,0.40385,0.20184,-0.58777,0.39697,0.20185,-0.5876,0.39006,0.202,-0.58757,0.4472,0.2164,-0.39377,0.3835,0.21533,-0.3889,0.42619,0.23506,-0.55254,0.3998,0.23447,-0.55065,0.48495,0.32458,-0.24826,0.33529,0.32071,-0.30214,0.49509,0.45177,-0.19181,0.31503,0.45315,-0.26787,0.50171,0.56991,-0.35866,0.30934,0.569,-0.38791,0.5115,0.60344,-0.40252,0.30234,0.60232,-0.41832,0.50022,0.60711,-0.45787,0.31005,0.60859,-0.47786,0.49097,0.59434,-0.3849,0.32079,0.59721,-0.4148,0.44096,0.52949,0.0175,0.35665,0.52901,-0.01765,0.42681,0.71037,-0.01947,0.37418,0.67101,-0.41923,0.40856,0.87269,0.21125,0.39404,0.79533,0.03516,0.40271,0.89054,0.22132,0.39906,0.80089,0.07611,0.40701,0.9403,0.00541,0.39628,0.86889,-0.0773
100.jpg,Single_Leg_Stance_Left,0.43887,0.25577,-0.62171,0.44599,0.2444,-0.59161,0.45109,0.24402,-0.59153,0.45635,0.24356,-0.59162,0.43082,0.24566,-0.59511,0.42571,0.24602,-0.5949,0.42065,0.24658,-0.59486,0.46471,0.25136,-0.3953,0.4171,0.25475,-0.38924,0.45046,0.26986,-0.5466,0.43158,0.27111,-0.54526,0.50425,0.3357,-0.21892,0.37783,0.33331,-0.19391,0.52914,0.39984,-0.17383,0.35714,0.42111,-0.02873,0.56295,0.43074,-0.5051,0.35965,0.49503,-0.20469,0.57378,0.4416,-0.57824,0.36314,0.51584,-0.22055,0.57384,0.43372,-0.63655,0.35958,0.51652,-0.30849,0.56757,0.4292,-0.53649,0.36778,0.50849,-0.23881,0.46119,0.51937,-0.01878,0.38818,0.51385,0.01895,0.44752,0.67813,-0.09988,0.36237,0.65289,0.02808,0.4326,0.81309,0.15479,0.36945,0.7262,0.53131,0.4255,0.82901,0.16496,0.38095,0.73038,0.57641,0.44376,0.86897,-0.04327,0.34107,0.78369,0.48049
101.jpg,Single_Leg_Stance_Left,0.44109,0.25627,-0.58032,0.44849,0.24522,-0.54798,0.45358,0.24498,-0.54786,0.45885,0.24468,-0.54794,0.43306,0.24604,-0.55353,0.42789,0.24627,-0.55334,0.42275,0.2467,-0.55334,0.46638,0.25296,-0.34191,0.41831,0.25504,-0.34605,0.45223,0.2706,-0.50198,0.43288,0.27124,-0.50346,0.50147,0.3354,-0.17678,0.37879,0.33144,-0.14915,0.52138,0.4024,-0.21801,0.35825,0.41848,0.01599,0.55181,0.42902,-0.63695,0.36069,0.49692,-0.14219,0.56368,0.44009,-0.72515,0.36409,0.51939,-0.15334,0.56146,0.43012,-0.77884,0.36074,0.51906,-0.23712,0.55537,0.42568,-0.66957,0.36716,0.5107,-0.17384,0.46086,0.51776,-0.01471,0.38837,0.51225,0.01483,0.44827,0.67694,-0.11571,0.35825,0.642,-0.15154,0.42977,0.81352,0.18468,0.37198,0.727,0.3557,0.42175,0.8296,0.19905,0.3842,0.73183,0.40175,0.44266,0.86754,-0.01472,0.3421,0.78412,0.29292
102.jpg,Single_Leg_Stance_Left,0.44238,0.2563,-0.53623,0.44913,0.24489,-0.5032,0.45419,0.2444,-0.5031,0.45943,0.24384,-0.50319,0.43338,0.24636,-0.50793,0.42809,0.24681,-0.50772,0.42281,0.24743,-0.50769,0.46688,0.25192,-0.29926,0.41778,0.25603,-0.301,0.45377,0.27058,-0.45932,0.43427,0.27202,-0.46009,0.50471,0.33735,-0.14605,0.37934,0.33277,-0.10111,0.52553,0.4138,-0.21021,0.35671,0.41639,0.0682,0.56407,0.43177,-0.64226,0.35772,0.49483,-0.106,0.57875,0.43879,-0.7357,0.36038,0.51969,-0.12048,0.57732,0.42906,-0.78424,0.35918,0.51856,-0.20545,0.56914,0.42567,-0.67274,0.36562,0.50954,-0.13795,0.46386,0.52116,-0.01565,0.39048,0.51554,0.01571,0.44957,0.6801,-0.11174,0.36306,0.63677,-0.22523,0.43349,0.81491,0.18513,0.37733,0.72922,0.25546,0.42567,0.83122,0.20009,0.3908,0.73524,0.30002,0.44755,0.86923,-0.0158,0.34247,0.78709,0.18339
103.jpg,Single_Leg_Stance_Left,0.44047,0.25616,-0.53929,0.44729,0.24514,-0.50822,0.45222,0.24477,-0.50815,0.4573,0.24433,-0.50824,0.43216,0.24636,-0.51128,0.42705,0.24675,-0.51107,0.42196,0.2473,-0.51105,0.46492,0.25269,-0.30941,0.41718,0.2559,-0.30358,0.45158,0.27023,-0.46364,0.43258,0.27137,-0.46231,0.50448,0.33645,-0.15413,0.38013,0.3329,-0.10295,0.5238,0.41135,-0.17084,0.36174,0.41919,0.07723,0.55215,0.43617,-0.55619,0.36115,0.4948,-0.08881,0.56305,0.44579,-0.64164,0.3635,0.51783,-0.1062,0.56181,0.4358,-0.69566,0.36252,0.51664,-0.18809,0.55534,0.43191,-0.58773,0.36916,0.50793,-0.12029,0.465,0.52193,-0.02572,0.39199,0.51481,0.02577,0.44941,0.68154,-0.12353,0.35348,0.63834,-0.15899,0.43465,0.81008,0.18511,0.37703,0.73473,0.3064,0.42864,0.82552,0.20042,0.39309,0.74475,0.34651,0.44151,0.86422,-0.02308,0.34027,0.78885,0.20367
104.jpg,Single_Leg_Stance_Left,0.44151,0.25377,-0.5196,0.44846,0.24336,-0.48686,0.4533,0.2431,-0.48679,0.45829,0.24278,-0.48688,0.43349,0.2444,-0.49139,0.42844,0.24478,-0.4912,0.42341,0.24532,-0.49119,0.46541,0.25192,-0.28668,0.41855,0.25452,-0.28691,0.45218,0.26838,-0.44428,0.43339,0.26929,-0.44475,0.50309,0.337,-0.14239,0.3789,0.33287,-0.0972,0.52378,0.40762,-0.18929,0.36119,0.41899,0.07417,0.55427,0.4325,-0.60294,0.36103,0.49546,-0.09283,0.56635,0.44282,-0.69351,0.36372,0.51783,-0.11,0.56384,0.43332,-0.74702,0.36154,0.51696,-0.19362,0.55745,0.42943,-0.63525,0.3681,0.50868,-0.12508,0.46343,0.52104,-0.02142,0.38995,0.51426,0.02151,0.44999,0.6794,-0.12805,0.35506,0.64126,-0.15156,0.43446,0.80916,0.18837,0.37607,0.73113,0.33394,0.42823,0.82362,0.20472,0.39043,0.73852,0.37668,0.44082,0.86477,-0.01474,0.34384,0.78719,0.24667
105.jpg,Single_Leg_Stance_Left,0.44206,0.25606,-0.52578,0.44884,0.24494,-0.49124,0.45385,0.24443,-0.49114,0.45903,0.24386,-0.49123,0.43327,0.24653,-0.49608,0.42806,0.24706,-0.49587,0.42286,0.24777,-0.49582,0.46693,0.25238,-0.28268,0.4182,0.25678,-0.28512,0.45377,0.27034,-0.44788,0.43429,0.27191,-0.44891,0.50479,0.33857,-0.14231,0.38028,0.33455,-0.08654,0.52147,0.41646,-0.25486,0.35758,0.4184,0.08218,0.55801,0.43013,-0.73686,0.3581,0.49532,-0.08491,0.57278,0.43717,-0.83753,0.36127,0.51979,-0.09954,0.57025,0.42674,-0.88381,0.36114,0.51773,-0.18036,0.5621,0.42338,-0.76783,0.36665,0.50822,-0.1148,0.46347,0.52365,-0.01838,0.39023,0.51703,0.01838,0.44964,0.68203,-0.10952,0.36039,0.63748,-0.21291,0.43273,0.81347,0.20541,0.37518,0.72861,0.27933,0.42463,0.82968,0.22201,0.38867,0.73505,0.32426,0.44766,0.86649,0.00383,0.34066,0.78577,0.19903
106.jpg,Single_Leg_Stance_Left,0.43932,0.25703,-0.56759,0.44647,0.24618,-0.53577,0.45143,0.24589,-0.53566,0.45656,0.24555,-0.53575,0.43145,0.24717,-0.54012,0.42638,0.24749,-0.53991,0.42134,0.24799,-0.5399,0.46438,0.25389,-0.33355,0.41696,0.25639,-0.33161,0.45046,0.27098,-0.49071,0.43156,0.27182,-0.49041,0.5017,0.33324,-0.17663,0.38012,0.33364,-0.13808,0.5264,0.39489,-0.21276,0.35998,0.41909,0.01784,0.5544,0.42795,-0.61329,0.36125,0.49566,-0.13809,0.56582,0.44153,-0.69637,0.36398,0.51788,-0.15099,0.56312,0.43248,-0.75105,0.36236,0.51757,-0.23158,0.55716,0.4277,-0.64555,0.36883,0.50915,-0.16891,0.46274,0.51624,-0.02466,0.39136,0.51094,0.02478,0.44691,0.67584,-0.13248,0.35454,0.63597,-0.14269,0.43328,0.8116,0.15707,0.37495,0.72473,0.35065,0.42647,0.82744,0.17062,0.38923,0.73126,0.3944,0.44508,0.8662,-0.04544,0.34387,0.78076,0.27603
