0.jpg,Shoulder_Stretch_FL,128.1395,51.21824,-68.20589,129.2908,48.18202,-61.25096,130.4847,48.19536,-61.20262,131.68615,48.17079,-61.26643,125.32438,48.35995,-63.31972,123.88042,48.36746,-63.37224,122.42583,48.43491,-63.41379,131.98693,49.77328,-23.27317,119.5767,50.17197,-30.06044,130.00761,54.70131,-53.97962,125.25754,54.83955,-55.89883,140.30341,66.75889,-4.58268,108.10042,69.36344,-2.33618,151.51869,50.24049,47.04507,103.79732,91.1162,42.30882,133.25563,50.46218,126.5176,109.06504,112.63011,76.08914,128.57743,50.28969,134.69666,110.24832,118.44778,89.63071,126.91145,52.76943,142.668,110.61323,117.73922,79.6457,128.55971,52.72033,130.86555,111.48454,115.22535,75.44984,136.22731,119.17421,-0.18528,117.09595,118.72268,0.16096,140.32906,155.5183,-7.79879,115.88104,155.27152,15.37763,141.06352,186.4562,41.24499,116.28266,185.1205,71.24769,139.64511,191.09632,43.42145,118.90914,189.57336,74.23204,144.29967,198.39322,0.60167,109.15883,198.34251,31.65538
1.jpg,Shoulder_Stretch_FL,128.5498,50.54716,-80.10655,129.86146,47.80668,-73.14861,131.07861,47.96981,-73.08974,132.30351,48.09356,-73.14246,125.81451,47.62114,-75.53279,124.29805,47.51346,-75.59234,122.76266,47.47297,-75.64075,132.23046,50.18104,-34.36533,119.45826,49.49139,-42.2894,130.07948,54.47261,-65.56699,125.18441,54.14923,-67.82325,139.37408,66.94077,-12.82616,106.79579,69.1038,-13.46107,148.34772,50.6551,47.55151,103.78822,92.3889,30.32731,131.49875,51.39162,140.39089,107.01571,116.44757,67.9847,126.98012,51.73085,151.89422,107.52759,122.44196,85.84196,125.28539,54.18831,158.69941,106.78216,122.86821,74.06667,126.76426,54.16066,144.96053,108.45703,120.71258,67.16373,136.80581,119.06369,1.19428,116.85309,118.91144,-1.243,141.37246,155.495,-4.34951,115.74922,155.89209,10.82917,141.19597,185.29631,50.35841,115.3154,185.27781,68.46954,139.15476,189.57668,53.25096,117.53585,189.63123,71.54274,144.66119,198.61054,12.51003,108.8231,199.22742,29.80153
10.jpg,Shoulder_Stretch_FL,128.66822,50.60598,-65.09561,129.96135,47.82911,-57.48758,131.14071,47.96391,-57.43394,132.32785,48.06019,-57.496,126.00738,47.71121,-59.88798,124.54628,47.62082,-59.94456,123.07021,47.59173,-59.99541,132.34072,49.97792,-17.95051,119.97162,49.43174,-26.58178,130.24975,54.37721,-50.49916,125.44389,54.12462,-52.96336,139.7872,67.10381,1.09115,107.26212,69.08007,-0.92823,149.94904,50.654,56.15651,103.44879,91.42671,39.93094,132.30352,50.7822,139.72051,108.52599,114.38083,72.63465,127.65694,50.72188,148.74526,109.60786,120.49683,87.40702,126.18561,53.20859,156.22268,109.56455,120.20761,76.93451,127.72836,53.16113,144.06908,110.65731,117.67952,72.03509,136.61807,119.44387,1.71084,116.89039,119.10406,-1.73378,141.48297,155.8952,-3.73677,115.64699,156.34004,10.83985,140.98757,185.7779,53.53623,115.51393,186.04963,68.26253,139.12294,190.12949,56.70079,117.8729,190.38649,71.36045,144.79908,198.5576,16.19945,109.07543,200.06617,28.79506
11.jpg,Shoulder_Stretch_FL,129.34137,50.90614,-65.52643,130.23878,47.80102,-57.49764,131.419,47.81674,-57.45453,132.60744,47.79662,-57.51125,126.25971,47.95558,-60.37377,124.74721,47.95369,-60.41675,123.22601,48.0082,-60.46828,132.41806,49.45683,-17.02026,119.88238,49.84046,-27.62865,131.01188,54.46351,-50.49102,126.12982,54.58501,-53.5557,140.05685,66.93295,2.08373,107.91834,69.82747,-2.75245,151.524,49.32191,50.91138,102.76821,92.78817,27.40539,132.21871,49.08765,126.38965,106.6416,118.13999,49.18304,127.17104,48.60851,134.59642,107.15927,124.72436,61.4543,125.8087,51.35066,142.89111,107.53456,124.87087,51.14508,127.58946,51.48502,130.87404,108.79188,122.08241,48.28156,137.09367,120.3482,0.61578,117.80459,119.76064,-0.60885,141.13073,156.49847,-5.49163,115.53857,156.21941,15.0858,141.00571,187.16541,48.23613,115.95695,185.99531,72.80059,139.40903,191.53581,50.87508,118.61859,190.04913,75.88867,144.78176,199.55713,8.61498,109.16272,200.43425,32.96566
12.jpg,Shoulder_Stretch_FL,129.64142,51.45683,-74.69764,130.68207,48.14506,-67.72325,131.88824,48.20179,-67.67758,133.10641,48.22227,-67.72391,126.65247,48.13527,-70.49723,125.1127,48.05508,-70.54708,123.56432,48.03377,-70.5969,132.83192,49.73751,-29.23135,120.12088,49.62435,-38.9731,131.15283,55.0788,-60.14825,126.27746,54.98825,-62.95777,140.1687,66.98589,-8.8151,107.26429,69.37418,-12.56994,151.0953,49.02743,41.29318,102.66447,93.63741,21.34986,132.22825,49.97674,116.7239,106.42998,120.38653,45.94932,127.23855,49.96871,124.49222,106.93169,127.11067,59.53916,125.91494,52.74847,132.46593,106.86823,127.5554,47.82411,127.61097,52.7769,121.0585,108.39878,124.90885,44.58009,136.64636,120.93553,0.47568,116.95771,120.3627,-0.47813,141.31207,157.08517,-8.88184,115.37212,157.05763,17.76973,141.21593,187.52277,42.6159,115.65163,185.96331,78.92641,139.45825,191.84813,45.04995,117.99012,189.94411,82.40984,144.90743,200.49869,3.00547,109.52322,200.45491,39.80088
13.jpg,Shoulder_Stretch_FL,128.88224,50.60835,-71.95858,130.20936,47.78278,-64.99348,131.40801,47.9379,-64.94272,132.6149,48.05322,-65.00842,126.19038,47.58958,-67.44451,124.70069,47.46852,-67.49825,123.19302,47.41365,-67.5455,132.55165,49.90061,-26.07288,119.94003,49.14993,-34.52431,130.3682,54.38299,-57.32436,125.54564,54.04921,-59.72912,139.61712,66.43979,-5.42193,107.33462,68.38496,-6.70148,149.47262,50.37898,54.44434,103.83818,90.99551,37.20986,132.06521,51.61355,143.67332,106.73234,115.01395,76.06145,127.496,52.0434,155.0334,107.16054,121.13101,93.91997,125.63031,54.33174,162.26187,106.48256,121.38032,82.43249,127.10574,54.18962,148.40492,108.13486,119.14903,75.45089,136.76899,119.498,1.73862,117.08978,119.14016,-1.77174,141.48421,155.6737,-3.69366,115.55572,155.42818,11.92733,140.98413,185.3577,53.45591,115.16241,184.638,68.98141,139.01587,189.70155,56.64297,117.37142,188.99352,72.03515,144.90038,198.14078,16.10434,108.94192,198.35597,29.72437
14.jpg,Shoulder_Stretch_FL,129.37239,50.64814,-58.28493,130.60873,47.69078,-50.72621,131.79845,47.82067,-50.67603,132.99694,47.91219,-50.73844,126.61981,47.54753,-53.28535,125.1109,47.44069,-53.33928,123.58597,47.39288,-53.3927,132.79703,49.77868,-11.46429,120.2508,49.16784,-20.73663,130.82671,54.45156,-43.78268,125.93965,54.17863,-46.44664,139.70612,66.76921,6.52287,107.50729,68.82094,4.0792,150.21603,50.56263,56.01854,103.07137,91.13048,42.92422,131.78752,51.64625,133.08855,106.87319,113.93416,76.74188,126.95086,51.814,141.25534,107.47416,119.8948,91.34304,125.61158,54.3513,148.4715,107.37396,119.99604,81.01715,127.16527,54.36462,137.11688,108.75204,117.65535,76.10848,136.75477,119.3572,1.15932,117.19087,118.84823,-1.18429,140.98273,156.70065,-5.7976,115.72377,155.3596,10.08059,141.27099,187.04911,48.02973,116.09729,184.96887,65.58822,139.5406,191.36175,50.88003,118.60274,189.24253,68.46004,145.36913,200.11827,9.54536,109.40142,199.19779,26.39235
15.jpg,Shoulder_Stretch_FL,130.03955,50.95663,-69.28267,131.15346,47.87595,-61.45115,132.34633,47.96426,-61.39743,133.54686,48.01502,-61.45115,127.14629,47.83528,-64.26843,125.63121,47.76188,-64.3225,124.1065,47.74556,-64.37194,133.3268,49.76448,-21.04695,120.75033,49.50665,-31.17432,131.55058,54.62911,-54.28731,126.6569,54.49597,-57.18964,140.20512,66.98891,0.25246,108.08219,69.25505,-5.24552,151.08702,49.61128,53.85808,103.26847,92.9641,33.02113,131.97513,50.59268,132.69284,106.33403,117.33911,65.59857,126.99289,50.73764,141.53927,106.85345,123.54932,80.85722,125.42366,53.48222,149.30445,106.53293,123.83752,69.92775,127.22048,53.40073,137.01021,107.83994,121.34547,64.82498,136.68114,119.51948,0.93433,117.30146,118.89018,-0.94338,141.29646,155.61817,-8.69145,115.66186,155.41194,15.36183,140.79266,185.74884,45.5111,115.7135,184.16702,76.4862,139.07911,189.88222,48.3808,117.91636,188.14066,80.03506,144.12192,198.5654,6.36868,109.67845,198.37094,36.91923
16.jpg,Shoulder_Stretch_FL,131.31271,50.91059,-60.84699,132.2581,47.75093,-52.38045,133.42195,47.82792,-52.33842,134.59451,47.86696,-52.39614,128.27979,47.68903,-55.68619,126.72904,47.59279,-55.73213,125.16739,47.55108,-55.78796,134.04785,49.46285,-10.7173,121.43836,49.15809,-23.13105,132.63485,54.55101,-45.43246,127.73724,54.39428,-49.04902,140.82835,66.71727,7.66553,107.97931,68.73963,-0.12011,151.97955,49.53021,54.5308,102.82982,92.78066,24.92893,131.81287,48.39542,127.91732,105.25537,119.0582,42.88979,126.50418,47.59514,136.01464,105.35582,125.62934,55.26091,125.41124,50.41906,144.20306,105.27854,126.24297,44.07876,127.13902,50.70971,132.26301,106.92325,123.67473,41.5474,137.12235,120.24266,0.99072,117.33502,119.4639,-0.97167,141.43864,156.03754,-4.66348,114.78625,156.22018,16.0019,141.01396,185.82655,50.36744,115.56907,185.37597,75.746,139.21181,190.13509,53.17367,118.32537,189.49841,79.14542,145.34438,198.23163,11.82338,108.20909,199.62014,36.98906
17.jpg,Shoulder_Stretch_FL,130.3595,50.93283,-55.53494,131.54388,47.88364,-47.8058,132.71804,47.95195,-47.76178,133.9016,47.98465,-47.82542,127.61814,47.90224,-50.15157,126.15231,47.84548,-50.19744,124.67351,47.84587,-50.24564,133.87941,49.6963,-9.17019,121.55019,49.54928,-17.6124,131.95075,54.56184,-41.3141,127.13573,54.4895,-43.72502,141.11959,67.19394,6.96049,108.88613,69.56595,6.53397,151.68857,50.19111,52.29533,102.67573,91.96433,41.5304,132.23431,51.04416,125.42447,106.04142,114.80734,67.84552,127.10426,50.91292,132.73373,106.57973,120.87534,79.84825,125.99411,53.65794,140.50832,106.93235,120.71579,69.8556,127.72214,53.69829,129.54479,108.16713,118.21875,66.95322,136.48379,120.81537,-0.03872,117.36514,120.01892,0.04272,140.84508,156.65854,-6.08036,115.15442,156.28515,13.11261,140.49689,186.72339,47.6759,115.40028,185.98272,67.44247,138.88283,190.95345,50.40893,117.95173,190.17192,70.25992,143.9997,199.12118,9.19399,108.28317,199.89172,28.08832
